"","VIS_min","VIS_max","VIS_mean","VIS_mean_distribution","VIS_contrast","VIS_entropy","VIS_second_angular_momentum","IR_min","IR_max","IR_mean"
"986",7,134,34.6992,0.0738,694.3834,0.0314,6.17303648280011,184,239,224.5898
"987",6,115,23.8047,0.042,342.0583,0.0733,6.87829250444755,176,237,226.625
"988",5,158,31.5781,0.0773,867.2499,0.0316,5.24286021326927,172,248,229.6406
"989",5,181,41.5859,0.0667,538.9625,0.0319,6.0030321886724,174,242,222.3984
"990",7,113,24.125,0.0381,204.9541,0.0573,6.45403954375726,179,239,228.6289
"991",5,144,40.5039,0.0909,1054.0376,0.0253,4.64071572389414,193,249,230.0742
"992",10,130,48.9297,0.0631,452.2875,0.0324,6.62753787198305,168,237,213.5742
"993",4,90,22.5391,0.0413,213.5125,0.0477,3.79554909440432,204,247,236.9844
"994",6,103,18.25,0.0216,89.4375,0.0992,2.6809,218,246,240.3438
"995",7,107,24.6172,0.0404,277.175,0.0661,6.41825433431528,184,239,228.0273
"996",2,24,4.2852,0.0055,7.8917,0.3374,1.5078,237,252,248.9414
"997",7,149,31.9336,0.0555,397.1833,0.037,5.11646361294409,174,246,231.543
"998",6,140,49.7695,0.0864,789.9916,0.0236,6.72227340772815,165,237,210.7266
"999",9,168,59.6367,0.0847,731.1208,0.0267,6.69959339698155,157,237,207.6719
"1000",8,148,54.7578,0.0866,845.8334,0.0255,6.34874193352137,174,239,214.457
"1001",7,141,32.9063,0.067,547.2209,0.0325,6.84823614961437,166,237,218.8398
"1002",3,97,25.3086,0.0577,394.6417,0.0348,3.32992978850198,209,252,241.375
"1003",2,24,3.3125,0.0041,5.8,0.3905,1.2964,241,253,250.9414
"1004",7,115,30.7227,0.0492,327.5625,0.0499,5.24844913420819,187,245,229.8906
"1005",8,139,46.6641,0.0711,572.875,0.0284,5.24084618979351,182,245,223.1406
"1006",5,199,96.9922,0.076,714.3752,0.0296,6.71811685111781,155,240,186.7305
"1007",20,171,92.9023,0.0926,903.6375,0.0231,7.36775076448604,142,227,179.1836
"1008",4,161,43.8945,0.071,679.4,0.0315,6.86616704121039,153,239,214.5625
"1009",1,40,5.1836,0.0146,43.5292,0.148,2.31,230,253,249.918
"1010",15,176,86.4063,0.0999,1055.2375,0.0209,7.25930391981491,159,227,190.2969
"1011",11,144,57.0117,0.0663,477.6208,0.0294,6.19995693396637,170,242,212.1836
"1012",5,218,51.8008,0.1246,1920.8671,0.0205,6.29888220298353,167,249,223.6523
"1013",6,126,43.4492,0.0624,462.8,0.0317,5.29687308283976,174,247,224.5703
"1014",10,214,77.7266,0.1361,2022.2292,0.0168,7.89397767762746,168,242,208.9375
"1015",5,166,32.3359,0.0665,572.0459,0.0331,6.07484752041729,170,242,222.5938
"1016",4,213,119.9648,0.0745,618.7792,0.0281,7.38968446317393,45,239,163.9141
"1017",3,37,5.0547,0.006,16.2542,0.3866,1.4387,230,249,247.0469
"1018",3,153,19.3945,0.0287,238.55,0.1743,5.16309954331532,173,242,232.1445
"1019",1,21,1.6484,0.0028,4.9708,0.5448,0.9784,244,254,252.793
"1020",1,63,12.1055,0.0347,209.3375,0.1047,2.79384488586308,217,249,242.3125
